Feature,Importance
codigo_concesionario_origen,0.3970415628626132
organic_search,0.1523156713921185
campaign_cod,0.12010006922267903
dif_days_group,0.1200173129237552
cc,0.08736331298524637
showroom,0.03826106935193901
paid_search_group,0.03591070741193083
channel_max,0.0229562293190527
config,0.02095292623981533
Max_Mosaic_G,0.005081138290849863
