n_estimators,criterion,max_depth,min_samples_split,min_samples_leaf,bootstrap,class_weight,max_features,accuracy,f1_score,recall,precision,roc_auc,cv_score,train_score,overfitting
300,entropy,3,4,1,False,balanced,log2,0.7264367816091954,0.5696202531645569,0.773955773955774,0.45064377682403434,0.8168556266830835,0.7050047720568186,0.7113283496262219,OK
300,entropy,3,4,1,False,,sqrt,0.774712643678161,0.10091743119266056,0.05405405405405406,0.7586206896551724,0.8177901354945616,0.7754453919697233,0.7771707878090857,OK
300,entropy,3,4,1,False,,log2,0.774712643678161,0.10091743119266056,0.05405405405405406,0.7586206896551724,0.8177901354945616,0.7754453919697233,0.7771707878090857,OK
300,entropy,3,4,1,True,balanced,sqrt,0.7218390804597701,0.5615942028985507,0.7616707616707616,0.4447632711621234,0.8184490840154756,0.7131980424237916,0.7150661299597469,OK
300,entropy,3,4,1,True,balanced,log2,0.7218390804597701,0.5615942028985507,0.7616707616707616,0.4447632711621234,0.8184490840154756,0.7131980424237916,0.7150661299597469,OK
300,entropy,3,4,1,True,,sqrt,0.774712643678161,0.0967741935483871,0.051597051597051594,0.7777777777777778,0.8200720327502022,0.7747265880000331,0.7777458309373203,OK
300,entropy,3,4,1,True,,log2,0.774712643678161,0.0967741935483871,0.051597051597051594,0.7777777777777778,0.8200720327502022,0.7747265880000331,0.7777458309373203,OK
300,entropy,3,4,2,False,balanced,sqrt,0.7264367816091954,0.5696202531645569,0.773955773955774,0.45064377682403434,0.8168556266830835,0.7050047720568186,0.7113283496262219,OK
300,entropy,3,4,2,False,balanced,log2,0.7264367816091954,0.5696202531645569,0.773955773955774,0.45064377682403434,0.8168556266830835,0.7050047720568186,0.7113283496262219,OK
300,entropy,3,4,2,False,,sqrt,0.774712643678161,0.10091743119266056,0.05405405405405406,0.7586206896551724,0.8177901354945616,0.7754453919697233,0.7771707878090857,OK
300,entropy,3,4,2,False,,log2,0.774712643678161,0.10091743119266056,0.05405405405405406,0.7586206896551724,0.8177901354945616,0.7754453919697233,0.7771707878090857,OK
300,entropy,3,4,2,True,balanced,sqrt,0.7218390804597701,0.5615942028985507,0.7616707616707616,0.4447632711621234,0.8184490840154757,0.7129104795194063,0.7150661299597469,OK
300,entropy,3,4,2,True,balanced,log2,0.7218390804597701,0.5615942028985507,0.7616707616707616,0.4447632711621234,0.8184490840154757,0.7129104795194063,0.7150661299597469,OK
300,entropy,3,4,2,True,,sqrt,0.774712643678161,0.0967741935483871,0.051597051597051594,0.7777777777777778,0.8200683463249103,0.7748703694522258,0.7777458309373203,OK
300,entropy,3,4,2,True,,log2,0.774712643678161,0.0967741935483871,0.051597051597051594,0.7777777777777778,0.8200683463249103,0.7748703694522258,0.7777458309373203,OK
300,entropy,3,4,4,False,balanced,sqrt,0.7264367816091954,0.5696202531645569,0.773955773955774,0.45064377682403434,0.8168500970451459,0.7048609906046257,0.7113283496262219,OK
300,entropy,3,4,4,False,balanced,log2,0.7264367816091954,0.5696202531645569,0.773955773955774,0.45064377682403434,0.8168500970451459,0.7048609906046257,0.7113283496262219,OK
300,entropy,3,4,4,False,,sqrt,0.774712643678161,0.10091743119266056,0.05405405405405406,0.7586206896551724,0.8177956651324993,0.7755891734219159,0.7771707878090857,OK
300,entropy,3,4,4,False,,log2,0.774712643678161,0.10091743119266056,0.05405405405405406,0.7586206896551724,0.8177956651324993,0.7755891734219159,0.7771707878090857,OK
300,entropy,3,4,4,True,balanced,sqrt,0.7224137931034482,0.56289592760181,0.7641277641277642,0.4455587392550143,0.8184914779063316,0.7129104795194063,0.7152098907418056,OK
300,entropy,3,4,4,True,balanced,log2,0.7224137931034482,0.56289592760181,0.7641277641277642,0.4455587392550143,0.8184914779063316,0.7129104795194063,0.7152098907418056,OK
300,entropy,3,4,4,True,,sqrt,0.774712643678161,0.0967741935483871,0.051597051597051594,0.7777777777777778,0.8200536006237432,0.7748703694522258,0.7776020701552616,OK
300,entropy,3,4,4,True,,log2,0.774712643678161,0.0967741935483871,0.051597051597051594,0.7777777777777778,0.8200536006237432,0.7748703694522258,0.7776020701552616,OK
300,entropy,3,6,1,False,balanced,sqrt,0.7264367816091954,0.5696202531645569,0.773955773955774,0.45064377682403434,0.8168556266830835,0.7050047720568186,0.7113283496262219,OK
300,entropy,3,6,1,False,balanced,log2,0.7264367816091954,0.5696202531645569,0.773955773955774,0.45064377682403434,0.8168556266830835,0.7050047720568186,0.7113283496262219,OK
300,entropy,3,6,1,False,,sqrt,0.774712643678161,0.10091743119266056,0.05405405405405406,0.7586206896551724,0.8177901354945616,0.7754453919697233,0.7771707878090857,OK
300,entropy,3,6,1,False,,log2,0.774712643678161,0.10091743119266056,0.05405405405405406,0.7586206896551724,0.8177901354945616,0.7754453919697233,0.7771707878090857,OK
300,entropy,3,6,1,True,balanced,sqrt,0.7218390804597701,0.5615942028985507,0.7616707616707616,0.4447632711621234,0.8184490840154756,0.7131980424237916,0.7150661299597469,OK
300,entropy,3,6,1,True,balanced,log2,0.7218390804597701,0.5615942028985507,0.7616707616707616,0.4447632711621234,0.8184490840154756,0.7131980424237916,0.7150661299597469,OK
300,entropy,3,6,1,True,,sqrt,0.774712643678161,0.0967741935483871,0.051597051597051594,0.7777777777777778,0.8200720327502022,0.7747265880000331,0.7777458309373203,OK
300,entropy,3,6,1,True,,log2,0.774712643678161,0.0967741935483871,0.051597051597051594,0.7777777777777778,0.8200720327502022,0.7747265880000331,0.7777458309373203,OK
300,entropy,3,6,2,False,balanced,sqrt,0.7264367816091954,0.5696202531645569,0.773955773955774,0.45064377682403434,0.8168556266830835,0.7050047720568186,0.7113283496262219,OK
300,entropy,3,6,2,False,balanced,log2,0.7264367816091954,0.5696202531645569,0.773955773955774,0.45064377682403434,0.8168556266830835,0.7050047720568186,0.7113283496262219,OK
300,entropy,3,6,2,False,,sqrt,0.774712643678161,0.10091743119266056,0.05405405405405406,0.7586206896551724,0.8177901354945616,0.7754453919697233,0.7771707878090857,OK
300,entropy,3,6,2,False,,log2,0.774712643678161,0.10091743119266056,0.05405405405405406,0.7586206896551724,0.8177901354945616,0.7754453919697233,0.7771707878090857,OK
300,entropy,3,6,2,True,balanced,sqrt,0.7218390804597701,0.5615942028985507,0.7616707616707616,0.4447632711621234,0.8184490840154757,0.7129104795194063,0.7150661299597469,OK
300,entropy,3,6,2,True,balanced,log2,0.7218390804597701,0.5615942028985507,0.7616707616707616,0.4447632711621234,0.8184490840154757,0.7129104795194063,0.7150661299597469,OK
300,entropy,3,6,2,True,,sqrt,0.774712643678161,0.0967741935483871,0.051597051597051594,0.7777777777777778,0.8200683463249103,0.7748703694522258,0.7777458309373203,OK
300,entropy,3,6,2,True,,log2,0.774712643678161,0.0967741935483871,0.051597051597051594,0.7777777777777778,0.8200683463249103,0.7748703694522258,0.7777458309373203,OK
300,entropy,3,6,4,False,balanced,sqrt,0.7264367816091954,0.5696202531645569,0.773955773955774,0.45064377682403434,0.8168500970451459,0.7048609906046257,0.7113283496262219,OK
300,entropy,3,6,4,False,balanced,log2,0.7264367816091954,0.5696202531645569,0.773955773955774,0.45064377682403434,0.8168500970451459,0.7048609906046257,0.7113283496262219,OK
300,entropy,3,6,4,False,,sqrt,0.774712643678161,0.10091743119266056,0.05405405405405406,0.7586206896551724,0.8177956651324993,0.7755891734219159,0.7771707878090857,OK
300,entropy,3,6,4,False,,log2,0.774712643678161,0.10091743119266056,0.05405405405405406,0.7586206896551724,0.8177956651324993,0.7755891734219159,0.7771707878090857,OK
300,entropy,3,6,4,True,balanced,sqrt,0.7224137931034482,0.56289592760181,0.7641277641277642,0.4455587392550143,0.8184914779063316,0.7129104795194063,0.7152098907418056,OK
300,entropy,3,6,4,True,balanced,log2,0.7224137931034482,0.56289592760181,0.7641277641277642,0.4455587392550143,0.8184914779063316,0.7129104795194063,0.7152098907418056,OK
300,entropy,3,6,4,True,,sqrt,0.774712643678161,0.0967741935483871,0.051597051597051594,0.7777777777777778,0.8200536006237432,0.7748703694522258,0.7776020701552616,OK
300,entropy,3,6,4,True,,log2,0.774712643678161,0.0967741935483871,0.051597051597051594,0.7777777777777778,0.8200536006237432,0.7748703694522258,0.7776020701552616,OK
300,entropy,4,2,1,False,balanced,sqrt,0.7367816091954023,0.5805860805860806,0.7788697788697788,0.46277372262773725,0.8218590274104152,0.7198103365642844,0.7292984473835538,OK
300,entropy,4,2,1,False,balanced,log2,0.7367816091954023,0.5805860805860806,0.7788697788697788,0.46277372262773725,0.8218590274104152,0.7198103365642844,0.7292984473835538,OK
300,entropy,4,2,1,False,,sqrt,0.7810344827586206,0.16993464052287582,0.09582309582309582,0.75,0.8220737616836642,0.780333238305362,0.7886716503737781,OK
300,entropy,4,2,1,False,,log2,0.7810344827586206,0.16993464052287582,0.09582309582309582,0.75,0.8220737616836642,0.780333238305362,0.7886716503737781,OK
300,entropy,4,2,1,True,balanced,sqrt,0.7298850574712644,0.5719489981785064,0.7714987714987716,0.4544138929088278,0.8238976205967955,0.7213915193733111,0.7274295572167913,OK
300,entropy,4,2,1,True,balanced,log2,0.7298850574712644,0.5719489981785064,0.7714987714987716,0.4544138929088278,0.8238976205967955,0.7213915193733111,0.7274295572167913,OK
300,entropy,4,2,1,True,,sqrt,0.7816091954022989,0.1774891774891775,0.10073710073710074,0.7454545454545455,0.8241575135798692,0.7807646859532131,0.7885278895917194,OK
300,entropy,4,2,1,True,,log2,0.7816091954022989,0.1774891774891775,0.10073710073710074,0.7454545454545455,0.8241575135798692,0.7807646859532131,0.7885278895917194,OK
300,entropy,4,2,2,False,balanced,sqrt,0.7367816091954023,0.5805860805860806,0.7788697788697788,0.46277372262773725,0.8218516545598316,0.7199540147252039,0.7294422081656124,OK
300,entropy,4,2,2,False,balanced,log2,0.7367816091954023,0.5805860805860806,0.7788697788697788,0.46277372262773725,0.8218516545598316,0.7199540147252039,0.7294422081656124,OK
300,entropy,4,2,2,False,,sqrt,0.7810344827586206,0.16993464052287582,0.09582309582309582,0.75,0.8220737616836641,0.780333238305362,0.7886716503737781,OK
300,entropy,4,2,2,False,,log2,0.7810344827586206,0.16993464052287582,0.09582309582309582,0.75,0.8220737616836641,0.780333238305362,0.7886716503737781,OK
300,entropy,4,2,2,True,balanced,sqrt,0.7304597701149426,0.5724703737465816,0.7714987714987716,0.45507246376811594,0.8238349513668344,0.7206725088210748,0.7274295572167913,OK
300,entropy,4,2,2,True,balanced,log2,0.7304597701149426,0.5724703737465816,0.7714987714987716,0.45507246376811594,0.8238349513668344,0.7206725088210748,0.7274295572167913,OK
300,entropy,4,2,2,True,,sqrt,0.782183908045977,0.18142548596112312,0.10319410319410319,0.75,0.8241519839419313,0.7809084674054059,0.7882403680276021,OK
300,entropy,4,2,2,True,,log2,0.782183908045977,0.18142548596112312,0.10319410319410319,0.75,0.8241519839419313,0.7809084674054059,0.7882403680276021,OK
300,entropy,4,2,4,False,balanced,sqrt,0.7362068965517241,0.5808219178082191,0.7813267813267813,0.4622093023255814,0.8223548516121659,0.7198104398555575,0.7303047728579644,OK
300,entropy,4,2,4,False,balanced,log2,0.7362068965517241,0.5808219178082191,0.7813267813267813,0.4622093023255814,0.8223548516121659,0.7198104398555575,0.7303047728579644,OK
300,entropy,4,2,4,False,,sqrt,0.7810344827586206,0.1735357917570499,0.09828009828009827,0.7407407407407407,0.8224276585116794,0.7801894568531693,0.7885278895917194,OK
300,entropy,4,2,4,False,,log2,0.7810344827586206,0.1735357917570499,0.09828009828009827,0.7407407407407407,0.8224276585116794,0.7801894568531693,0.7885278895917194,OK
300,entropy,4,2,4,True,balanced,sqrt,0.7339080459770115,0.576395242451967,0.773955773955774,0.45918367346938777,0.8240174294187799,0.7211038531776527,0.7280046003450259,OK
300,entropy,4,2,4,True,balanced,log2,0.7339080459770115,0.576395242451967,0.773955773955774,0.45918367346938777,0.8240174294187799,0.7211038531776527,0.7280046003450259,OK
300,entropy,4,2,4,True,,sqrt,0.782183908045977,0.18142548596112312,0.10319410319410319,0.75,0.8241925346201415,0.7810523521488716,0.7886716503737781,OK
300,entropy,4,2,4,True,,log2,0.782183908045977,0.18142548596112312,0.10319410319410319,0.75,0.8241925346201415,0.7810523521488716,0.7886716503737781,OK
300,entropy,4,4,1,False,balanced,sqrt,0.7367816091954023,0.5805860805860806,0.7788697788697788,0.46277372262773725,0.8218590274104152,0.7198103365642844,0.7292984473835538,OK
300,entropy,4,4,1,False,balanced,log2,0.7367816091954023,0.5805860805860806,0.7788697788697788,0.46277372262773725,0.8218590274104152,0.7198103365642844,0.7292984473835538,OK
300,entropy,4,4,1,False,,sqrt,0.7810344827586206,0.16993464052287582,0.09582309582309582,0.75,0.8220737616836642,0.780333238305362,0.7886716503737781,OK
300,entropy,4,4,1,False,,log2,0.7810344827586206,0.16993464052287582,0.09582309582309582,0.75,0.8220737616836642,0.780333238305362,0.7886716503737781,OK
300,entropy,4,4,1,True,balanced,sqrt,0.7304597701149426,0.5724703737465816,0.7714987714987716,0.45507246376811594,0.8238607563438771,0.7208162902732674,0.7274295572167913,OK
300,entropy,4,4,1,True,balanced,log2,0.7304597701149426,0.5724703737465816,0.7714987714987716,0.45507246376811594,0.8238607563438771,0.7208162902732674,0.7274295572167913,OK
300,entropy,4,4,1,True,,sqrt,0.7816091954022989,0.1774891774891775,0.10073710073710074,0.7454545454545455,0.8241261789648886,0.7809084674054059,0.7885278895917194,OK
300,entropy,4,4,1,True,,log2,0.7816091954022989,0.1774891774891775,0.10073710073710074,0.7454545454545455,0.8241261789648886,0.7809084674054059,0.7885278895917194,OK
300,entropy,4,4,2,False,balanced,sqrt,0.7367816091954023,0.5805860805860806,0.7788697788697788,0.46277372262773725,0.8218516545598316,0.7199540147252039,0.7294422081656124,OK
300,entropy,4,4,2,False,balanced,log2,0.7367816091954023,0.5805860805860806,0.7788697788697788,0.46277372262773725,0.8218516545598316,0.7199540147252039,0.7294422081656124,OK
300,entropy,4,4,2,False,,sqrt,0.7810344827586206,0.16993464052287582,0.09582309582309582,0.75,0.8220737616836641,0.780333238305362,0.7886716503737781,OK
300,entropy,4,4,2,False,,log2,0.7810344827586206,0.16993464052287582,0.09582309582309582,0.75,0.8220737616836641,0.780333238305362,0.7886716503737781,OK
300,entropy,4,4,2,True,balanced,sqrt,0.7304597701149426,0.5724703737465816,0.7714987714987716,0.45507246376811594,0.8238349513668344,0.7206725088210748,0.7274295572167913,OK
300,entropy,4,4,2,True,balanced,log2,0.7304597701149426,0.5724703737465816,0.7714987714987716,0.45507246376811594,0.8238349513668344,0.7206725088210748,0.7274295572167913,OK
300,entropy,4,4,2,True,,sqrt,0.782183908045977,0.18142548596112312,0.10319410319410319,0.75,0.8241519839419313,0.7809084674054059,0.7882403680276021,OK
300,entropy,4,4,2,True,,log2,0.782183908045977,0.18142548596112312,0.10319410319410319,0.75,0.8241519839419313,0.7809084674054059,0.7882403680276021,OK
300,entropy,4,4,4,False,balanced,sqrt,0.7362068965517241,0.5808219178082191,0.7813267813267813,0.4622093023255814,0.8223548516121659,0.7198104398555575,0.7303047728579644,OK
300,entropy,4,4,4,False,balanced,log2,0.7362068965517241,0.5808219178082191,0.7813267813267813,0.4622093023255814,0.8223548516121659,0.7198104398555575,0.7303047728579644,OK
300,entropy,4,4,4,False,,sqrt,0.7810344827586206,0.1735357917570499,0.09828009828009827,0.7407407407407407,0.8224276585116794,0.7801894568531693,0.7885278895917194,OK
300,entropy,4,4,4,False,,log2,0.7810344827586206,0.1735357917570499,0.09828009828009827,0.7407407407407407,0.8224276585116794,0.7801894568531693,0.7885278895917194,OK
300,entropy,4,4,4,True,balanced,sqrt,0.7339080459770115,0.576395242451967,0.773955773955774,0.45918367346938777,0.8240174294187799,0.7211038531776527,0.7280046003450259,OK
300,entropy,4,4,4,True,balanced,log2,0.7339080459770115,0.576395242451967,0.773955773955774,0.45918367346938777,0.8240174294187799,0.7211038531776527,0.7280046003450259,OK
300,entropy,4,4,4,True,,sqrt,0.782183908045977,0.18142548596112312,0.10319410319410319,0.75,0.8241925346201415,0.7810523521488716,0.7886716503737781,OK
300,entropy,4,4,4,True,,log2,0.782183908045977,0.18142548596112312,0.10319410319410319,0.75,0.8241925346201415,0.7810523521488716,0.7886716503737781,OK
300,entropy,4,6,1,False,balanced,sqrt,0.7350574712643678,0.5789954337899543,0.7788697788697788,0.46075581395348836,0.8221023314796758,0.719954118016477,0.7301610120759057,OK
300,entropy,4,6,1,False,balanced,log2,0.7350574712643678,0.5789954337899543,0.7788697788697788,0.46075581395348836,0.8221023314796758,0.719954118016477,0.7301610120759057,OK
300,entropy,4,6,1,False,,sqrt,0.7804597701149425,0.16956521739130437,0.09582309582309582,0.7358490566037735,0.8223189089655707,0.780333238305362,0.7886716503737781,OK
300,entropy,4,6,1,False,,log2,0.7804597701149425,0.16956521739130437,0.09582309582309582,0.7358490566037735,0.8223189089655707,0.780333238305362,0.7886716503737781,OK
300,entropy,4,6,1,True,balanced,sqrt,0.7333333333333333,0.575091575091575,0.7714987714987716,0.4583941605839416,0.8240542936716981,0.7209601750167332,0.7275733179988499,OK
300,entropy,4,6,1,True,balanced,log2,0.7333333333333333,0.575091575091575,0.7714987714987716,0.4583941605839416,0.8240542936716981,0.7209601750167332,0.7275733179988499,OK
300,entropy,4,6,1,True,,sqrt,0.7816091954022989,0.1774891774891775,0.10073710073710074,0.7454545454545455,0.8240948443499081,0.7809084674054059,0.7880966072455434,OK
300,entropy,4,6,1,True,,log2,0.7816091954022989,0.1774891774891775,0.10073710073710074,0.7454545454545455,0.8240948443499081,0.7809084674054059,0.7880966072455434,OK
300,entropy,4,6,2,False,balanced,sqrt,0.7350574712643678,0.5789954337899543,0.7788697788697788,0.46075581395348836,0.8220857425658626,0.7200977961773967,0.7301610120759057,OK
300,entropy,4,6,2,False,balanced,log2,0.7350574712643678,0.5789954337899543,0.7788697788697788,0.46075581395348836,0.8220857425658626,0.7200977961773967,0.7301610120759057,OK
300,entropy,4,6,2,False,,sqrt,0.7804597701149425,0.16956521739130437,0.09582309582309582,0.7358490566037735,0.8223170657529248,0.780333238305362,0.7886716503737781,OK
300,entropy,4,6,2,False,,log2,0.7804597701149425,0.16956521739130437,0.09582309582309582,0.7358490566037735,0.8223170657529248,0.780333238305362,0.7886716503737781,OK
300,entropy,4,6,2,True,balanced,sqrt,0.7344827586206897,0.5769230769230769,0.773955773955774,0.45985401459854014,0.8240671961602195,0.7203850492079626,0.7277170787809085,OK
300,entropy,4,6,2,True,balanced,log2,0.7344827586206897,0.5769230769230769,0.773955773955774,0.45985401459854014,0.8240671961602195,0.7203850492079626,0.7277170787809085,OK
300,entropy,4,6,2,True,,sqrt,0.7816091954022989,0.1774891774891775,0.10073710073710074,0.7454545454545455,0.8241759457063284,0.7809084674054059,0.7885278895917194,OK
300,entropy,4,6,2,True,,log2,0.7816091954022989,0.1774891774891775,0.10073710073710074,0.7454545454545455,0.8241759457063284,0.7809084674054059,0.7885278895917194,OK
300,entropy,4,6,4,False,balanced,sqrt,0.7362068965517241,0.5808219178082191,0.7813267813267813,0.4622093023255814,0.8223548516121659,0.7198104398555575,0.7303047728579644,OK
300,entropy,4,6,4,False,balanced,log2,0.7362068965517241,0.5808219178082191,0.7813267813267813,0.4622093023255814,0.8223548516121659,0.7198104398555575,0.7303047728579644,OK
300,entropy,4,6,4,False,,sqrt,0.7810344827586206,0.1735357917570499,0.09828009828009827,0.7407407407407407,0.8224276585116794,0.7801894568531693,0.7885278895917194,OK
300,entropy,4,6,4,False,,log2,0.7810344827586206,0.1735357917570499,0.09828009828009827,0.7407407407407407,0.8224276585116794,0.7801894568531693,0.7885278895917194,OK
300,entropy,4,6,4,True,balanced,sqrt,0.7339080459770115,0.576395242451967,0.773955773955774,0.45918367346938777,0.8240174294187799,0.7211038531776527,0.7280046003450259,OK
300,entropy,4,6,4,True,balanced,log2,0.7339080459770115,0.576395242451967,0.773955773955774,0.45918367346938777,0.8240174294187799,0.7211038531776527,0.7280046003450259,OK
300,entropy,4,6,4,True,,sqrt,0.782183908045977,0.18142548596112312,0.10319410319410319,0.75,0.8241925346201415,0.7810523521488716,0.7886716503737781,OK
300,entropy,4,6,4,True,,log2,0.782183908045977,0.18142548596112312,0.10319410319410319,0.75,0.8241925346201415,0.7810523521488716,0.7886716503737781,OK
300,entropy,5,2,1,False,balanced,sqrt,0.7408045977011494,0.5896269335759782,0.7960687960687961,0.4682080924855491,0.827561927336871,0.7245553310691886,0.7449683726279471,OK
300,entropy,5,2,1,False,balanced,log2,0.7408045977011494,0.5896269335759782,0.7960687960687961,0.4682080924855491,0.827561927336871,0.7245553310691886,0.7449683726279471,OK
300,entropy,5,2,1,False,,sqrt,0.7844827586206896,0.2236024844720497,0.13267813267813267,0.7105263157894737,0.8265278850425136,0.7849329019889767,0.8024726854514088,OK
300,entropy,5,2,1,False,,log2,0.7844827586206896,0.2236024844720497,0.13267813267813267,0.7105263157894737,0.8265278850425136,0.7849329019889767,0.8024726854514088,OK
300,entropy,5,2,1,True,balanced,sqrt,0.7362068965517241,0.5800548947849954,0.7788697788697788,0.4620991253644315,0.828881667591345,0.7274303403654031,0.746693502012651,OK
300,entropy,5,2,1,True,balanced,log2,0.7362068965517241,0.5800548947849954,0.7788697788697788,0.4620991253644315,0.828881667591345,0.7274303403654031,0.746693502012651,OK
300,entropy,5,2,1,True,,sqrt,0.7862068965517242,0.22821576763485477,0.13513513513513514,0.7333333333333333,0.8279324130786996,0.7843581893452987,0.8004600345025877,OK
300,entropy,5,2,1,True,,log2,0.7862068965517242,0.22821576763485477,0.13513513513513514,0.7333333333333333,0.8279324130786996,0.7843581893452987,0.8004600345025877,OK
300,entropy,5,2,2,False,balanced,sqrt,0.7413793103448276,0.5901639344262295,0.7960687960687961,0.46888567293777134,0.8275269062965988,0.7255615946519911,0.7445370902817712,OK
300,entropy,5,2,2,False,balanced,log2,0.7413793103448276,0.5901639344262295,0.7960687960687961,0.46888567293777134,0.8275269062965988,0.7255615946519911,0.7445370902817712,OK
300,entropy,5,2,2,False,,sqrt,0.7844827586206896,0.2236024844720497,0.13267813267813267,0.7105263157894737,0.8265665925080778,0.7852205681846351,0.8023289246693502,OK
300,entropy,5,2,2,False,,log2,0.7844827586206896,0.2236024844720497,0.13267813267813267,0.7105263157894737,0.8265665925080778,0.7852205681846351,0.8023289246693502,OK
300,entropy,5,2,2,True,balanced,sqrt,0.7362068965517241,0.5815861440291705,0.7837837837837838,0.4623188405797101,0.8291139123847301,0.7265678582347934,0.7465497412305923,OK
300,entropy,5,2,2,True,balanced,log2,0.7362068965517241,0.5815861440291705,0.7837837837837838,0.4623188405797101,0.8291139123847301,0.7265678582347934,0.7465497412305923,OK
300,entropy,5,2,2,True,,sqrt,0.785632183908046,0.22774327122153207,0.13513513513513514,0.7236842105263158,0.8279121377395946,0.7847896369931497,0.8000287521564118,OK
300,entropy,5,2,2,True,,log2,0.785632183908046,0.22774327122153207,0.13513513513513514,0.7236842105263158,0.8279121377395946,0.7847896369931497,0.8000287521564118,OK
300,entropy,5,2,4,False,balanced,sqrt,0.7425287356321839,0.5934664246823956,0.8034398034398035,0.47050359712230216,0.8276153805036024,0.7249864688432204,0.7448246118458884,OK
300,entropy,5,2,4,False,balanced,log2,0.7425287356321839,0.5934664246823956,0.8034398034398035,0.47050359712230216,0.8276153805036024,0.7249864688432204,0.7448246118458884,OK
