precio_total,margen,codigo_modelo_codificado,total_ventas
"30753,68","0,14759999670088292",89X53P29J61R47O31K73U83W10C43N,96
"28924,65","0,14759999670088292",89X53P29J61R47O31K79V83W10C43N,96
"30554,87","0,14759999670088292",73U17B19H37L47O31K10C41M10C43N,96
"26249,59","0,14759999670088292",59Q17B83W7D47O31K61R,96
"25902,48","0,12300000183284282",37L31K37L43N47O31K19I7D10C43N,94
"22642,35","0,14759999670088292",73U37L23I11D47O31K47O,94
"26101,59","0,14759999670088292",73U17B19H37L47O31K13G41M10C43N,94
"32204,97","0,14759999670088292",59Q37L13G17B47O31K43N41M89X47O,94
"20332,23","0,12300000183284282",37L31K47O17B47O31K31K,92
"29059,5","0,14759999670088292",59Q41M37L31K47O31K103A41M89X47O,92
"31453,48","0,14759999670088292",73U37L29J31K47O31K101Z41M10C43N,92
"29998,21","0,14759999670088292",73U41M43N13F47O31K101Z41M10C43N,92
"13832,23","0,11070000439882278",43N83W29J31K47O31K11D,90
"28113,52","0,14759999670088292",73U17B19H53P47O31K11D41M10C43N,90
"21323,97","0,12300000183284282",37L43N89X73U47O31K17G,88
"22109,54","0,12300000183284282",43N61R3B31K47O31K47O13H10C43N,88
"22475,35","0,14759999670088292",89X53P29J47O47O37L53P,88
"26249,59","0,14759999670088292",59Q17B101Z3B47O31K59Q,88
"21919,01","0,12300000183284282",37L43N89X73U47O31K11E,86
"32682,11","0,12300000183284282",43N53P11D3B47O31K83W10C41M37L,86
"20084,3","0,12300000183284282",37L43N83W41M47O37L13H,86
"15402,48","0,11070000439882278",43N71T7D11D47O31K73U5C10C43N,86
"31775,55","0,14759999670088292",59Q17B83W19H47O31K37L17G10C43N,86
"29358,05","0,14759999670088292",59Q17B83W3B47O31K53P17G10C43N,86
"28109,09","0,09839999780058861",43N89X11E71T47O31K31K,84
"21761,19","0,12300000183284282",43N47O13F83W47O31K47O,84
"27751,69","0,14759999670088292",59Q41M31K71T47O31K53P41M89X47O,84
"31131,41","0,14759999670088292",59Q17B53P17G47O31K47O17G10C43N,84
"24142,15","0,12300000183284282",43N53P11D7D47O37L43N,82
22874,"0,12300000183284282",43N79V29J31K47O31K59Q41M89X47O,82
"13133,88","0,11070000439882278",43N83W23I73U47O31K13H41M89X47O,82
"23142,15","0,12300000183284282",37L43N83W41M47O37L12E,82
"25191,74","0,12300000183284282",37L59Q59Q13G47O31K13F,82
"23572,76","0,14759999670088292",89X53P13F13F47O31K7D41M89X47O,82
"31921,8","0,14759999670088292",73U17B19H73U47O31K11D41M10C43N,82
"30936,58","0,14759999670088292",73U17B19H10C47O31K83W41M10C43N,82
"22125,45","0,12300000183284282",43N83W13F41M47O31K43N41M89X47O,80
"28964,41","0,14759999670088292",73U41M47O19H47O31K47O,80
"31111,53","0,14759999670088292",73U41M47O17G47O31K61R41M10C43N,80
"20745,45","0,12300000183284282",37L31K37L43N47O31K53P,78
"27115,51","0,12300000183284282",43N59Q79V5C47O37L47O10C41M37L,78
"20678,13","0,12300000183284282",43N61R2A13G47O31K47O13H10C43N,78
"15237,19","0,11070000439882278",43N59Q23I37L47O31K101Z,78
"15529,03","0,11070000439882278",43N71T7D13F47O31K59Q41M89X47O,78
"27294,43","0,14759999670088292",73U17B19H89X47O31K13H41M10C43N,78
"27628,43","0,14759999670088292",89X43N17G47O47O37L13F41M89X47O,78
"27155,27","0,14759999670088292",59Q17B83W5C47O31K73U17G10C43N,78
"27751,69","0,12300000183284282",43N53P11D13F47O37L31K,76
"15319,83","0,11070000439882278",43N59Q19H10C47O31K3B5C10C43N,76
"25811,33","0,14759999670088292",89X53P17G13G47O37L13H83W97Y47O,76
"29521,07","0,14759999670088292",73U17B19H83W47O31K12E41M10C43N,76
"26658,25","0,14759999670088292",73U17B19H37L47O31K13H41M10C43N,76
"23155,27","0,14759999670088292",73U79V7D47O47O31K31K41M89X47O,76
"24288,47","0,14759999670088292",89X43N17G43N47O41M59Q41M89X47O,76
"32920,68","0,14759999670088292",59Q41M13G43N47O31K53P,76
"25604,57","0,14759999670088292",59Q41M11D79V47O31K79V,76
"27522,31","0,12300000183284282",37L43N83W73U47O31K11D,74
"18065,81","0,12300000183284282",43N61R2A101Z47O31K71T,74
"26515,11","0,14759999670088292",89X43N17G47O47O31K17B41M89X47O,74
"25147,32","0,14759999670088292",89X43N3B101Z47O31K59Q83W10C43N,74
"27851,09","0,14759999670088292",73U17B19H89X47O31K19I41M10C43N,74
"26041,95","0,14759999670088292",59Q10C71T3B47O31K71T17G10C43N,72
"28904,77","0,12300000183284282",43N59Q37L31K47O31K13G10C41M37L,72
"27092,56","0,12300000183284282",37L59Q61R61R47O31K83W,72
"12881,82","0,11070000439882278",43N59Q19H10C47O31K7D5C10C43N,72
"31250,7","0,14759999670088292",59Q37L13G17B47O31K47O41M89X47O,72
"25147,32","0,14759999670088292",89X31K13F71T47O31K19H83W10C43N,72
"14452,07","0,11070000439882278",43N59Q23I37L47O31K83W,70
"26181,11","0,14759999670088292",89X31K13F71T47O37L71T83W10C43N,70
"29059,5","0,14759999670088292",59Q37L13G13F47O31K11D41M89X47O,70
"27079,72","0,14759999670088292",73U37L23I13G47O31K41M41M10C43N,70
"30423,66","0,14759999670088292",89X53P19H61R47O31K89X83W10C43N,70
"33199,01","0,12300000183284282",43N59Q37L59Q47O31K11D10C41M37L,68
"21715,9","0,12300000183284282",37L43N83W43N47O31K71T,68
"22256,66","0,12300000183284282",37L43N83W43N47O37L12E,68
"22960,44","0,14759999670088292",73U37L23I11D47O31K47O41M10C43N,68
"23000,2","0,14759999670088292",73U41M61R11E47O31K59Q,68
"27751,69","0,12300000183284282",43N53P10C5C47O31K11D,66
"26757,65","0,12300000183284282",43N53P11D13F47O31K13F,66
"25621,49","0,12300000183284282",37L43N83W73U47O37L10C,66
"28741,75","0,14759999670088292",89X43N17G53P47O31K71T41M89X47O,66
"28427,63","0,14759999670088292",59Q17B83W5C47O31K41M17G10C43N,66
"29362,03","0,14759999670088292",89X53P5C17B47O31K37L17B17B101Z,66
"23795,43","0,14759999670088292",89X41M29J37L47O31K13H83W10C43N,66
"25604,96","0,12300000183284282",37L59Q61R61R47O31K89X,64
"12551,24","0,11070000439882278",43N59Q19H17B47O31K12E,64
"11311,57","0,11070000439882278",43N59Q19H17B47O31K10C,64
"19423,14","0,12300000183284282",37L31K71T11D47O31K89X,64
"28268,59","0,14759999670088292",59Q37L13G13G47O31K103A41M89X47O,64
"28010,14","0,14759999670088292",73U71T101Z5C47O31K13G,64
"27751,69","0,12300000183284282",43N59Q79V5C47O37L31K71T31K89X,62
"14782,64","0,11070000439882278",43N59Q23I37L47O31K83W5C10C43N,62
"23688,07","0,12300000183284282",37L43N89X31K47O41M7D,62
"22894,21","0,12300000183284282",37L43N83W89X47O31K41M,62
"27214,91","0,14759999670088292",73U17B19H83W47O31K11E41M10C43N,62
"24193,04","0,14759999670088292",89X31K17G13G47O31K31K83W10C43N,62
"25242,74","0,14759999670088292",89X43N17G43N47O37L19H41M89X47O,62
"29803,31","0,14759999670088292",59Q41M13F43N47O31K12E,62
"27632,41","0,14759999670088292",59Q41M31K71T47O31K53P17G10C43N,62
"17357,02","0,12300000183284282",37L31K71T10C47O31K83W7D10C43N,60
"12138,02","0,11070000439882278",43N59Q19H17B47O31K11D,60
"26704,13","0,12300000183284282",43N53P11D7D47O37L31K10C41M37L,60
"18200,99","0,12300000183284282",37L31K43N71T47O31K101Z,60
"29306,36","0,14759999670088292",73U17B19H101Z47O31K73U41M10C43N,60
"23159,24","0,14759999670088292",89X43N3B59Q47O31K61R83W10C43N,60
"30097,61","0,12300000183284282",43N59Q37L31K47O31K101Z10C97Y47O,58
"19696,02","0,12300000183284282",37L59Q71T43N47O31K37L,58
"27365,29","0,12300000183284282",43N53P11D7D47O31K19H,58
"29803,31","0,14759999670088292",59Q41M13G47O47O31K10C,58
"28480,99","0,14759999670088292",59Q41M13G47O47O31K101Z,58
"31966,4","0,14759999670088292",59Q41M13G43N47O31K43N,58
"26117,5","0,14759999670088292",89X43N17G47O47O31K13H41M89X47O,58
"30157,26","0,14759999670088292",73U41M43N13F47O31K103A41M10C43N,58
"23009,92","0,12300000183284282",37L31K43N61R47O31K83W7D10C43N,56
"21318,29","0,12300000183284282",37L43N89X31K47O31K11E,56
"31662,81","0,12300000183284282",43N53P10C23I47O31K83W10C41M37L,56
"31369,98","0,14759999670088292",59Q17B53P17G47O31K53P41M89X47O,56
"31250,7","0,14759999670088292",59Q17B53P17G47O31K53P17G10C43N,56
"28725,84","0,14759999670088292",73U71T17B3B47O31K10C,56
"31775,55","0,14759999670088292",59Q17B101Z13F47O31K53P17G10C43N,56
"28125,45","0,14759999670088292",73U79V7D89X47O31K17B41M89X47O,56
"31131,41","0,12300000183284282",43N59Q37L41M47O31K17B10C41M37L,54
"25489,26","0,12300000183284282",37L31K47O17B47O31K79V7D10C43N,54
"14493,39","0,11070000439882278",43N59Q19H13G47O31K59Q,54
"19994,23","0,14759999670088292",89X53P13F11D47O37L47O41M101Z47O,54
"26694,04","0,14759999670088292",73U79V7D10C47O31K83W41M101Z47O,54
"25942,54","0,14759999670088292",73U37L23I13F47O31K41M,54
"31656,26","0,14759999670088292",59Q17B101Z13F47O31K47O17G10C43N,52
"29978,33","0,12300000183284282",43N53P10C5C47O31K10C,52
"31656,26","0,14759999670088292",59Q17B83W19H47O31K31K17G10C43N,52
"11146,28","0,11070000439882278",43N83W23I73U47O31K89X,50
"20932,6","0,14759999670088292",89X43N13F13F47O31K13G,50
"33810,9","0,14759999670088292",73U41M47O11E47O31K83W41M10C43N,50
"27230,82","0,14759999670088292",89X43N17G53P47O31K59Q41M89X47O,50
"25373,96","0,12300000183284282",37L43N83W43N47O31K53P,48
"22638,37","0,12300000183284282",37L59Q61R59Q47O31K59Q,48
"25660,24","0,12300000183284282",37L59Q61R71T47O31K101Z,48
"14414,88","0,11070000439882278",43N83W29J31K47O31K13H41M101Z47O,48
"29282,5","0,14759999670088292",73U41M47O19H47O31K47O41M10C43N,48
"24367,99","0,14759999670088292",89X43N13F13G47O31K10C41M89X47O,48
"32663,67","0,14759999670088292",73U71T101Z17G47O31K13G,48
"21807,36","0,14759999670088292",89X43N3B53P47O31K83W83W10C43N,48
"26479,32","0,14759999670088292",59Q10C71T5C47O31K73U41M89X47O,46
"26538,84","0,12300000183284282",43N59Q73U29J47O37L37L71T31K89X,46
"27257,85","0,12300000183284282",37L59Q61R61R47O31K79V,46
"28522,31","0,12300000183284282",43N53P10C23I47O31K10C,46
"12881,82","0,11070000439882278",43N59Q19H17B47O31K12E5C10C43N,46
"22150,41","0,12300000183284282",37L43N89X53P47O37L7D,46
"15406,61","0,11070000439882278",43N83W29J31K47O31K12E41M89X47O,46
"14162,81","0,11070000439882278",43N83W29J31K47O31K11D5C10C43N,46
"27493,24","0,14759999670088292",73U17B19H31K47O31K23I41M10C43N,46
"32085,69","0,14759999670088292",59Q37L13G17B47O31K43N17G10C43N,46
"27155,27","0,14759999670088292",59Q17B89X23I47O31K83W17G10C43N,46
"25512,62","0,14759999670088292",73U17B19H61R47O31K11D,46
"24067,77","0,12300000183284282",37L43N83W13G47O37L41M,44
"24629,75","0,12300000183284282",37L43N83W41M47O37L10C,44
"20422,75","0,12300000183284282",43N47O13F83W47O31K83W,44
"23254,67","0,14759999670088292",89X53P13F13F47O31K7D41M101Z47O,44
"31966,4","0,14759999670088292",59Q41M13F31K47O31K43N,44
"36916,7","0,14759999670088292",73U41M53P13F47O31K53P41M10C43N,44
"29123,46","0,14759999670088292",73U17B19H37L47O31K5C41M10C43N,44
"34958,13","0,14759999670088292",73U71T101Z23I47O31K13G,44
"27195,03","0,14759999670088292",59Q41M13F17B47O31K59Q,44
"25067,79","0,14759999670088292",89X31K13F71T47O37L31K83W10C43N,44
"27737,19","0,14759999670088292",59Q41M37L31K47O31K83W17G10C43N,44
"26181,11","0,14759999670088292",89X41M29J53P47O31K79V83W10C43N,44
"24670,18","0,14759999670088292",73U41M61R11E47O31K61R41M10C43N,44
"27548,91","0,14759999670088292",89X43N17G53P47O31K89X41M89X47O,42
"32741,75","0,14759999670088292",73U17B19H89X47O31K17B41M10C43N,42
"29636,38","0,14759999670088292",73U79V7D10C47O31K61R41M89X47O,42
"29540,95","0,14759999670088292",59Q37L13G13G47O31K17B41M89X47O,42
"31131,41","0,14759999670088292",59Q37L13G17B47O31K47O17G10C43N,42
"20650,41","0,12300000183284282",43N61R11E41M47O31K73U41M89X47O,40
"27751,69","0,14759999670088292",59Q10C71T5C47O31K47O41M89X47O,40
"16063,64","0,11070000439882278",43N59Q19H13G47O31K71T5C10C43N,40
"31250,7","0,12300000183284282",43N53P11D3B47O31K79V10C41M37L,40
"29348,76","0,12300000183284282",43N53P10C23I47O31K79V,40
"22596,69","0,12300000183284282",37L31K71T10C47O31K10C7D10C43N,40
"24193,04","0,14759999670088292",89X43N3B89X47O31K43N83W10C43N,40
"26360,04","0,14759999670088292",59Q41M31K71T47O31K79V17G10C43N,40
"29175,21","0,12300000183284282",37L43N83W73U47O31K17B,38
"14658,68","0,11070000439882278",43N59Q19H10C47O31K19I5C10C43N,38
"23836,36","0,12300000183284282",37L31K47O17B47O31K71T7D10C43N,38
"32682,11","0,12300000183284282",43N53P11D3B47O31K83W71T31K89X,38
"14989,26","0,11070000439882278",43N59Q19H11D47O31K83W,38
"25525,05","0,12300000183284282",43N53P17B29J47O31K13H,38
"28546,92","0,12300000183284282",43N59Q79V5C47O37L37L10C41M37L,38
"26837,18","0,12300000183284282",43N59Q31K83W47O31K79V10C41M37L,38
"31369,98","0,14759999670088292",59Q37L13G17B47O31K53P41M89X47O,38
"22125,45","0,14759999670088292",89X43N3B89X47O31K19I83W10C43N,38
"27552,88","0,14759999670088292",59Q10C71T3B47O31K73U41M89X47O,36
"12303,31","0,11070000439882278",43N83W23I73U47O31K83W5C10C43N,36
"17026,45","0,12300000183284282",37L31K71T10C47O31K83W,36
"14332,21","0,11070000439882278",43N71T7D13F47O31K53P5C10C43N,36
"27109,09","0,12300000183284282",37L43N83W71T47O31K71T,36
"18067,77","0,11070000439882278",43N31K43N13F47O37L71T,36
"20061,83","0,12300000183284282",37L31K43N59Q47O31K17B7D10C43N,36
"19183,1","0,12300000183284282",43N79V23I13F47O31K101Z13H10C43N,36
"27737,19","0,14759999670088292",59Q37L13G13F47O31K103A41M89X47O,36
"26578,73","0,14759999670088292",89X31K13F71T47O37L83W83W10C43N,36
"27672,17","0,14759999670088292",59Q41M31K61R47O31K83W41M89X47O,36
"26018,09","0,14759999670088292",73U79V7D47O47O31K37L41M10C43N,36
"32045,92","0,12300000183284282",43N53P11D3B47O31K101Z,34
"30175,21","0,12300000183284282",43N53P10C23I47O31K79V10C41M37L,34
"16365,29","0,12300000183284282",37L31K71T101Z47O31K53P,34
"24352,09","0,12300000183284282",43N61R11E53P47O31K61R41M89X47O,34
"31767,59","0,12300000183284282",43N59Q37L59Q47O31K13G10C41M37L,34
"27548,91","0,14759999670088292",89X43N17G53P47O37L71T41M89X47O,34
"25459,08","0,14759999670088292",73U17B19H43N47O31K12E41M10C43N,34
"29680,12","0,14759999670088292",73U71T89X13F47O31K101Z,34
"27552,88","0,14759999670088292",59Q41M31K61R47O31K79V41M89X47O,34
"32920,68","0,14759999670088292",59Q41M13F31K47O31K53P,34
"20379,92","0,12300000183284282",37L31K71T17B47O31K59Q,32
"30455,47","0,12300000183284282",43N53P11D3B47O31K79V,32
"21206,96","0,12300000183284282",37L59Q71T31K47O31K37L,32
"19753,72","0,12300000183284282",37L31K71T11D47O31K89X7D10C43N,32
"28026,45","0,12300000183284282",43N53P11D7D47O37L37L,32
"29385,88","0,14759999670088292",73U17B19H53P47O31K103A41M10C43N,32
"32682,11","0,14759999670088292",73U43N7D13G47O31K59Q41M89X47O,32
29700,"0,14759999670088292",59Q41M13G53P47O31K17B,32
"29819,28","0,14759999670088292",59Q17B89X23I47O31K73U17G10C43N,32
"25290,46","0,14759999670088292",73U43N7D83W47O31K41M41M10C43N,32
"31847,12","0,14759999670088292",73U41M19H10C47O31K71T41M89X47O,32
"26662,81","0,14759999670088292",59Q41M37L31K47O31K73U41M89X47O,32
"34728,68","0,14759999670088292",73U41M47O11E47O31K61R41M10C43N,32
"29348,76","0,14759999670088292",59Q17B89X17G47O31K53P17G10C43N,32
"24972,37","0,14759999670088292",73U43N7D83W47O31K41M,32
"12716,53","0,11070000439882278",43N83W29J31K47O31K17B5C10C43N,30
"15210,93","0,11070000439882278",43N71T7D13F47O31K59Q41M101Z47O,30
"26479,32","0,14759999670088292",59Q53P79V53P47O31K43N,30
"29441,55","0,14759999670088292",73U71T17B3B47O31K13G,30
"36383,9","0,14759999670088292",73U17B23I31K47O31K83W41M10C43N,30
"29823,26","0,14759999670088292",73U37L23I13G47O31K10C41M10C43N,30
"19290,91","0,12300000183284282",37L31K71T10C47O31K17B,28
"27632,41","0,14759999670088292",59Q10C71T5C47O31K47O17G10C43N,28
"14576,03","0,11070000439882278",43N83W29J31K47O31K13H5C10C43N,28
"15076,03","0,11070000439882278",43N83W29J31K47O31K12E41M101Z47O,28
"25009,92","0,14759999670088292",59Q17B101Z3B47O31K47O17G10C43N,28
"27406,61","0,14759999670088292",59Q41M13F43N47O31K101Z,28
"34292,45","0,14759999670088292",73U41M53P13F47O31K61R41M10C43N,28
"33397,81","0,14759999670088292",59Q41M31K43N47O31K43N41M89X47O,28
"32443,54","0,14759999670088292",59Q41M31K43N47O31K47O41M89X47O,28
"27433,6","0,14759999670088292",59Q41M31K61R47O31K79V17G10C43N,28
"23095,63","0,14759999670088292",89X43N13F13G47O31K79V41M101Z47O,28
"29024,06","0,14759999670088292",59Q41M31K71T47O31K59Q17G10C43N,28
"21571,9","0,12300000183284282",37L31K37L43N47O31K59Q7D10C43N,26
"27751,69","0,12300000183284282",43N59Q79V5C47O37L31K10C41M37L,26
"26320,28","0,12300000183284282",43N53P17B29J47O31K12E,26
"27365,29","0,12300000183284282",43N59Q73U29J47O37L41M10C41M37L,26
"33358,05","0,12300000183284282",43N59Q37L59Q47O31K12E10C41M37L,26
"29514,05","0,12300000183284282",43N53P10C11E47O31K10C10C41M37L,26
"31111,53","0,14759999670088292",73U17B19H83W47O31K13G41M10C43N,26
"29302,39","0,14759999670088292",59Q41M13F17B47O31K61R,26
"34113,52","0,14759999670088292",59Q41M13G73U47O31K43N,26
"29222,86","0,14759999670088292",59Q41M13F101Z47O31K103A,26
"28006,16","0,14759999670088292",73U79V7D89X47O31K103A41M89X47O,26
"31807,36","0,14759999670088292",59Q41M37L41M47O31K43N41M89X47O,26
"29143,34","0,14759999670088292",59Q41M31K71T47O31K59Q41M89X47O,26
"29540,95","0,14759999670088292",59Q41M37L37L47O31K101Z41M89X47O,26
"28174,19","0,14759999670088292",73U17B19H73U47O31K13H41M10C43N,26
"21902,78","0,12300000183284282",37L43N83W13G47O41M10C,24
"23580,72","0,12300000183284282",43N61R3B31K47O31K59Q13H10C43N,24
"14729,82","0,11070000439882278",43N71T7D13F47O31K71T5C10C43N,24
"14745,45","0,11070000439882278",43N83W29J31K47O31K13H41M89X47O,24
"27886,88","0,12300000183284282",37L59Q61R71T47O31K83W,24
"26133,88","0,12300000183284282",37L43N83W73U47O31K12E,24
"26455,47","0,12300000183284282",37L59Q61R71T47O31K89X,24
"26001,65","0,12300000183284282",43N59Q37L31K47O31K11D10C41M10C,24
"29348,76","0,12300000183284282",43N53P10C23I47O31K10C10C41M37L,24
"28467,4","0,14759999670088292",59Q41M13F17B47O31K73U,24
"21886,88","0,14759999670088292",89X43N3B59Q47O31K79V83W10C43N,24
"28480,99","0,14759999670088292",59Q41M13F43N47O31K17B,24
"34040,34","0,14759999670088292",73U71T101Z23I47O31K11D,24
"26761,63","0,14759999670088292",73U37L23I13G47O31K41M,24
"31966,4","0,14759999670088292",59Q41M13G61R47O31K43N,24
"30063,29","0,14759999670088292",73U71T17B5C47O31K101Z,24
"32606,56","0,14759999670088292",73U17B19H10C47O31K73U41M10C43N,24
"33397,81","0,14759999670088292",59Q17B53P11E47O31K43N41M89X47O,24
"30853,08","0,14759999670088292",59Q41M37L41M47O31K47O41M89X47O,24
"28268,59","0,14759999670088292",59Q41M37L37L47O31K89X41M89X47O,24
"21807,36","0,14759999670088292",89X31K3B101Z47O31K89X83W10C43N,24
"22332,23","0,12300000183284282",37L43N83W89X47O31K37L,22
"21737,19","0,12300000183284282",37L43N83W89X47O31K31K,22
"21542,98","0,12300000183284282",43N61R2A11D47O31K79V13H10C43N,22
"26320,28","0,12300000183284282",43N59Q79V11E47O31K19I10C41M37L,22
"29978,33","0,12300000183284282",43N53P11D13F47O31K23I,22
"28546,92","0,12300000183284282",43N59Q79V17G47O31K3B10C41M37L,22
"17109,09","0,12300000183284282",37L31K71T101Z47O31K59Q7D10C43N,22
"30175,21","0,12300000183284282",43N53P10C23I47O31K79V71T31K89X,22
"22837,18","0,14759999670088292",73U79V7D47O47O31K31K41M101Z47O,22
"27771,57","0,14759999670088292",73U41M61R11E47O31K19I41M10C43N,22
"25009,92","0,14759999670088292",59Q17B83W7D47O31K37L17G10C43N,22
"27751,69","0,14759999670088292",59Q53P79V53P47O31K47O,22
"27354,08","0,14759999670088292",59Q53P79V11D47O31K61R,22
"22264,61","0,14759999670088292",59Q17B83W29J47O31K47O17G10C43N,22
"21107,55","0,14759999670088292",89X43N13F13F47O31K13G41M101Z47O,22
"30751,63","0,14759999670088292",73U71T17B5C47O31K13G,22
"28467,4","0,14759999670088292",59Q41M11D83W47O31K73U,22
"30483,94","0,14759999670088292",89X53P29J79V47O31K43N83W10C43N,22
"28852,89","0,12300000183284282",43N53P11D7D47O31K23I,20
"19075,75","0,12300000183284282",37L31K71T17B47O31K101Z,20
"27530,58","0,12300000183284282",43N53P11D7D47O31K19H10C41M37L,20
"27365,29","0,12300000183284282",43N59Q37L31K47O37L23I10C41M37L,20
"22563,64","0,12300000183284282",37L43N83W71T47O37L101Z,20
"23672,17","0,12300000183284282",37L59Q61R59Q47O31K73U,20
"12468,6","0,11070000439882278",43N83W23I73U47O31K13G,20
"23855,07","0,14759999670088292",59Q10C71T3B47O31K53P41M89X47O,20
"23735,79","0,14759999670088292",59Q10C71T3B47O31K53P17G10C43N,20
"22538,97","0,14759999670088292",89X43N13F13F47O31K12E41M89X47O,20
"28839,58","0,14759999670088292",73U71T17B5C47O31K71T,20
"31898,85","0,14759999670088292",73U71T101Z17G47O31K10C,20
"28670,18","0,14759999670088292",73U17B19H101Z47O31K101Z41M10C43N,20
"29222,86","0,14759999670088292",59Q41M11D79V47O31K83W,20
"28741,75","0,14759999670088292",89X43N17G53P47O37L89X41M89X47O,20
"21171,17","0,14759999670088292",89X43N3B53P47O31K73U83W10C43N,20
"28169,18","0,14759999670088292",73U71T101Z5C47O31K12E,20
"36028,87","0,14759999670088292",73U71T10C11E47O31K10C,20
"32085,69","0,14759999670088292",73U79V7D11D47O31K53P41M89X47O,20
"21241,32","0,12300000183284282",37L31K37L43N47O31K59Q,18
"30836,36","0,12300000183284282",43N53P10C23I47O31K83W,18
"14574,75","0,11070000439882278",43N71T7D13F47O31K71T41M101Z47O,18
"18224,85","0,12300000183284282",43N47O13F89X47O37L71T,18
"18927,27","0,12300000183284282",37L31K43N79V47O31K83W7D10C43N,18
"30773,56","0,12300000183284282",43N59Q79V17G47O31K13H71T31K89X,18
"29143,34","0,14759999670088292",59Q10C71T5C47O31K53P41M89X47O,18
"24391,85","0,12300000183284282",43N79V29J37L47O31K59Q41M89X47O,18
"29540,95","0,12300000183284282",43N59Q37L47O47O31K101Z10C41M37L,18
"24069,78","0,12300000183284282",37L59Q59Q13F47O37L47O,18
"28745,73","0,12300000183284282",43N59Q37L47O47O37L83W10C41M37L,18
"27234,79","0,14759999670088292",59Q37L13G13G47O31K89X41M89X47O,18
"31250,7","0,14759999670088292",59Q37L13G17B47O31K53P17G10C43N,18
"29743,74","0,14759999670088292",73U17B19H53P47O31K17B41M10C43N,18
"30505,79","0,14759999670088292",59Q37L13G13F47O31K17B41M89X47O,18
"23735,79","0,14759999670088292",59Q41M31K61R47O31K59Q17G10C43N,18
"25153,15","0,14759999670088292",73U17B19H43N47O31K12E,18
"31669,41","0,14759999670088292",73U41M47O5C47O31K73U41M10C43N,18
"20853,08","0,14759999670088292",89X43N3B53P47O31K73U,18
"20312,33","0,14759999670088292",89X53P13F11D47O37L47O41M89X47O,18
"27831,21","0,14759999670088292",73U79V7D101Z47O31K101Z41M89X47O,18
"28936,58","0,12300000183284282",37L43N89X71T47O31K13H,16
"21290,46","0,12300000183284282",43N83W13F41M47O31K41M41M89X47O,16
"18596,69","0,12300000183284282",37L31K43N79V47O31K83W,16
"22189,07","0,12300000183284282",43N61R2A17B47O31K73U13H10C43N,16
"20972,37","0,12300000183284282",43N79V23I13G47O31K59Q13H10C43N,16
"28431,4","0,12300000183284282",37L43N89X61R47O31K101Z,16
"20097,61","0,12300000183284282",43N83W13F41M47O31K37L13H10C43N,16
"22070,94","0,12300000183284282",43N79V29J31K47O31K53P41M89X47O,16
"17439,67","0,12300000183284282",37L31K43N61R47O31K89X,16
"21518,18","0,12300000183284282",43N61R11E41M47O31K79V41M89X47O,16
"19935,54","0,12300000183284282",37L43N83W41M47O31K31K,16
"11724,79","0,11070000439882278",43N59Q19H10C47O31K5C,16
"20828,43","0,12300000183284282",37L43N83W13G47O41M101Z,16
"19898,81","0,14759999670088292",89X43N3B53P47O31K79V83W10C43N,16
"33159,24","0,14759999670088292",59Q41M13F71T47O31K47O,16
"29938,57","0,14759999670088292",59Q17B89X23I47O31K79V17G10C43N,16
"34113,52","0,14759999670088292",59Q41M13F71T47O31K43N,16
"32483,3","0,14759999670088292",73U41M19H10C47O31K79V41M89X47O,16
"36041,95","0,14759999670088292",73U17B23I37L47O31K47O41M10C43N,16
"27552,88","0,14759999670088292",59Q41M31K61R47O31K83W17G10C43N,16
"22698,01","0,14759999670088292",89X53P13F11D47O37L41M41M89X47O,16
"28149,3","0,14759999670088292",59Q37L13G13G47O31K103A17G10C43N,16
"30932,6","0,14759999670088292",59Q37L13G13G47O31K10C41M89X47O,16
"30109,09","0,14759999670088292",59Q17B83W11E47O31K41M17G10C43N,16
"32065,81","0,14759999670088292",73U41M53P7D47O31K61R41M10C43N,16
"29024,06","0,14759999670088292",73U79V7D101Z47O31K83W41M89X47O,16
"31135,39","0,14759999670088292",73U17B19H13F47O31K61R41M10C43N,16
"29982,31","0,14759999670088292",73U17B19H10C47O31K17B,16
"30976,34","0,14759999670088292",73U17B19H101Z47O31K79V41M10C43N,16
"28387,87","0,14759999670088292",59Q41M13F101Z47O31K73U,16
"32936,58","0,14759999670088292",59Q17B17B11E47O31K47O17G10C43N,16
"30505,79","0,14759999670088292",59Q41M37L31K47O31K89X41M89X47O,16
"29839,17","0,14759999670088292",73U71T89X13F47O31K89X,16
"24626,44","0,12300000183284282",37L59Q61R71T47O31K73U,14
"29660,24","0,12300000183284282",43N53P11D3B47O31K10C,14
"32841,15","0,12300000183284282",43N53P11D3B47O31K101Z71T31K89X,14
"28284,49","0,12300000183284282",37L59Q61R31K47O31K12E,14
"23489,26","0,12300000183284282",37L43N83W71T47O31K10C,14
"26853,08","0,12300000183284282",37L59Q61R31K47O31K3B,14
"27075,75","0,12300000183284282",43N59Q31K89X47O41M61R10C41M37L,14
"14245,45","0,11070000439882278",43N83W29J31K47O31K13H,14
"28546,92","0,12300000183284282",43N53P10C5C47O31K3B,14
"29183,1","0,12300000183284282",43N53P10C5C47O31K12E,14
"25898,81","0,12300000183284282",37L59Q61R59Q47O31K61R,14
"12964,46","0,11070000439882278",43N83W23I73U47O31K13H5C10C43N,14
