n_estimators,max_depth,learning_rate,subsample,colsample_bytree,scale_pos_weight,gamma,accuracy,f1_score,recall,precision,roc_auc,cv_score,train_score,overfitting
300,3,0.01,0.6,0.6,1,0,0.8011494252873563,0.38652482269503546,0.2678132678132678,0.6942675159235668,0.8307506852143012,0.7957153746994223,0.8067855089131685,OK
300,3,0.01,0.6,0.6,1,1,0.8011494252873563,0.38652482269503546,0.2678132678132678,0.6942675159235668,0.8307617444901767,0.7954278117950371,0.8067855089131685,OK
300,3,0.01,0.6,0.6,2,0,0.7971264367816092,0.5871345029239766,0.6167076167076168,0.5602678571428571,0.8310419128123554,0.783783889866713,0.7926969522714203,OK
300,3,0.01,0.6,0.6,2,1,0.7977011494252874,0.5878220140515222,0.6167076167076168,0.5615212527964206,0.8310050485594372,0.7839276713189056,0.7925531914893617,OK
300,3,0.01,0.6,0.8,1,0,0.8022988505747126,0.4027777777777778,0.28501228501228504,0.6863905325443787,0.8302972549034064,0.7974408554170076,0.8075043128234618,OK
300,3,0.01,0.6,0.8,1,1,0.8022988505747126,0.40484429065743943,0.28746928746928746,0.6842105263157895,0.8303636105586594,0.797584533577927,0.8070730304772858,OK
300,3,0.01,0.6,0.8,2,0,0.7954022988505747,0.598194130925508,0.6511056511056511,0.5532359081419624,0.8307027616855074,0.7790401348570862,0.7880966072455434,OK
300,3,0.01,0.6,0.8,2,1,0.7954022988505747,0.598194130925508,0.6511056511056511,0.5532359081419624,0.8306953888349238,0.7790401348570862,0.7880966072455434,OK
300,3,0.01,0.6,1.0,1,0,0.8028735632183908,0.40963855421686746,0.29238329238329236,0.6839080459770115,0.8296779354543795,0.7970098209342489,0.808223116733755,OK
300,3,0.01,0.6,1.0,1,1,0.8028735632183908,0.40963855421686746,0.29238329238329236,0.6839080459770115,0.8296779354543795,0.7970098209342489,0.808223116733755,OK
300,3,0.01,0.6,1.0,2,0,0.7931034482758621,0.5973154362416108,0.6560196560196561,0.5482546201232033,0.8298788456327841,0.7773147574307743,0.7869465209890741,OK
300,3,0.01,0.6,1.0,2,1,0.7931034482758621,0.5973154362416108,0.6560196560196561,0.5482546201232033,0.8298825320580758,0.7773147574307743,0.7869465209890741,OK
300,3,0.01,0.8,0.6,1,0,0.7988505747126436,0.37500000000000006,0.257985257985258,0.6862745098039216,0.8300742261732509,0.7948528925688125,0.8089419206440484,OK
300,3,0.01,0.8,0.6,1,1,0.7988505747126436,0.37500000000000006,0.257985257985258,0.6862745098039216,0.8300908150870642,0.7948528925688125,0.8083668775158137,OK
300,3,0.01,0.8,0.6,2,0,0.7994252873563218,0.591812865497076,0.6216216216216216,0.5647321428571429,0.8300253810381342,0.7817715692836544,0.7924094307073031,OK
300,3,0.01,0.8,0.6,2,1,0.7994252873563218,0.591812865497076,0.6216216216216216,0.5647321428571429,0.8300115569432899,0.7817715692836544,0.7924094307073031,OK
300,3,0.01,0.8,0.8,1,0,0.7982758620689655,0.3852889667250438,0.2702702702702703,0.6707317073170732,0.8289000997178042,0.7952843402166637,0.8083668775158137,OK
300,3,0.01,0.8,0.8,1,1,0.7982758620689655,0.3852889667250438,0.2702702702702703,0.6707317073170732,0.8288964132925123,0.7952843402166637,0.8083668775158137,OK
300,3,0.01,0.8,0.8,2,0,0.7942528735632184,0.5941043083900226,0.6437346437346437,0.5515789473684211,0.8291415605744188,0.7768837229480156,0.7868027602070156,OK
300,3,0.01,0.8,0.8,2,1,0.7942528735632184,0.5941043083900226,0.6437346437346437,0.5515789473684211,0.8291415605744188,0.7768837229480156,0.7868027602070156,OK
300,3,0.01,0.8,1.0,1,0,0.8011494252873563,0.40344827586206894,0.28746928746928746,0.6763005780346821,0.8286309906715007,0.793559066081625,0.8070730304772858,OK
300,3,0.01,0.8,1.0,1,1,0.8011494252873563,0.40344827586206894,0.28746928746928746,0.6763005780346821,0.8286309906715007,0.793559066081625,0.8070730304772858,OK
300,3,0.01,0.8,1.0,2,0,0.792528735632184,0.5939257592800901,0.6486486486486487,0.5477178423236515,0.8288337440625513,0.7737212540386889,0.7847901092581944,OK
300,3,0.01,0.8,1.0,2,1,0.792528735632184,0.5939257592800901,0.6486486486486487,0.5477178423236515,0.8288355872751971,0.7737212540386889,0.7847901092581944,OK
300,3,0.01,1.0,0.6,1,0,0.8017241379310345,0.3850267379679144,0.26535626535626533,0.7012987012987013,0.8295129679225705,0.7942775601774958,0.8087981598619897,OK
300,3,0.01,1.0,0.6,1,1,0.8017241379310345,0.3850267379679144,0.26535626535626533,0.7012987012987013,0.8295129679225705,0.7942775601774958,0.8087981598619897,OK
300,3,0.01,1.0,0.6,2,0,0.8017241379310345,0.5983701979045402,0.6314496314496314,0.5685840707964602,0.8298696295695545,0.7801904897659007,0.7919781483611271,OK
300,3,0.01,1.0,0.6,2,1,0.8017241379310345,0.5983701979045402,0.6314496314496314,0.5685840707964602,0.8298696295695545,0.7801904897659007,0.7919781483611271,OK
300,3,0.01,1.0,0.8,1,0,0.7988505747126436,0.3772241992882562,0.26044226044226043,0.6838709677419355,0.8277637591215986,0.7926965839510152,0.8053479010925819,OK
300,3,0.01,1.0,0.8,1,1,0.7988505747126436,0.3772241992882562,0.26044226044226043,0.6838709677419355,0.8277637591215986,0.7924090210466298,0.8053479010925819,OK
300,3,0.01,1.0,0.8,2,0,0.7954022988505747,0.5990990990990991,0.6535626535626535,0.553014553014553,0.8275831242822989,0.7754468380475471,0.7849338700402531,OK
300,3,0.01,1.0,0.8,2,1,0.7954022988505747,0.5990990990990991,0.6535626535626535,0.553014553014553,0.8275831242822989,0.7754468380475471,0.7849338700402531,OK
300,3,0.01,1.0,1.0,1,0,0.7959770114942529,0.3716814159292036,0.257985257985258,0.6645569620253164,0.8269591968016575,0.792120941685879,0.8057791834387579,OK
300,3,0.01,1.0,1.0,1,1,0.7959770114942529,0.3716814159292036,0.257985257985258,0.6645569620253164,0.8269591968016575,0.792120941685879,0.8057791834387579,OK
300,3,0.01,1.0,1.0,2,0,0.7959770114942529,0.5988700564971752,0.6511056511056511,0.5543933054393305,0.8272476595807429,0.772427427551501,0.7846463484761357,OK
300,3,0.01,1.0,1.0,2,1,0.7959770114942529,0.5988700564971752,0.6511056511056511,0.5543933054393305,0.8272476595807429,0.7722836460993083,0.7846463484761357,OK
300,3,0.1,0.6,0.6,1,0,0.7994252873563218,0.4720121028744326,0.3832923832923833,0.6141732283464567,0.8358840324331697,0.802329114917739,0.8622771707878091,OK
